Mine Name,Country,Region,Latitude,Longitude
Jiudaoling Coal Mine,China,East Asia,41.635208,121.332877
Jiulishan Coal Mine,China,East Asia,35.308731,113.410586
Jiulong Coal Mine,China,East Asia,36.430453,114.261748
Jixian Coal Mine,China,East Asia,46.765679,131.264976
Jizhong Xin'an Coal Mine,China,East Asia,36.340737,114.123909
Jude Coal Mine,China,East Asia,37.505767,110.873905
Junde Coal Mine,China,East Asia,47.189119,130.239966
Jungar Bu'erdong Coal Mine,China,East Asia,39.400833,110.480833
Jungar Gonggou Coal Mine,China,East Asia,39.669395,110.306898
Jungar Xiehua Coal Mine,China,East Asia,39.836591,111.291878
Jungar Zhaofu Coal Mine,China,East Asia,39.882934,111.359854
Jungar Zhunlian Coal Mine,China,East Asia,39.401172,110.41917
Kabuqi Coal Mine,China,East Asia,39.623996,106.892109
Kaichuan Coal Mine,China,East Asia,37.70135,111.109599
Kaida Coal Mine,China,East Asia,39.345813,110.59626
Kaitong Open-Pit Coal Mine,China,East Asia,40.6371400,110.292409
Kaiyuan Coal Mine,China,East Asia,37.962314,113.029653
Kaiyuan Surface Coal Mine,China,East Asia,44.550543,90.402931
Kangwei Nanshan Coal Mine,China,East Asia,36.538648,112.152196
Kejian Coal Mine,China,East Asia,39.615948,110.29172
Kekegai Coal Mine,China,East Asia,38.443592,109.579101
Kexing Longma Coal Mine,China,East Asia,35.73477,112.80801
Kexing Pingquan Coal Mine,China,East Asia,35.71756,112.805571
Kexing Xinzhuang Coal Mine,China,East Asia,35.687728,112.921657
Kexing Youxianshan Coal Mine,China,East Asia,35.841347,113.013268
Kexing Yunquan Coal Mine,China,East Asia,35.797479,113.040898
Kongzhuang Coal Mine,China,East Asia,34.782041,116.954253
Kouzi East Coal Mine,China,East Asia,32.833342,116.162687
Kuche Dapingtan Coal Mine,China,East Asia,42.219375,83.228272
Kuli Huoshatu Coal Mine,China,East Asia,39.465275,107.142482
Langwoqu Coal Mine,China,East Asia,39.059433,110.29665
Lanhua Baoxin Coal Mine,China,East Asia,36.472164,112.150625
Lanhua Jushan Coal Mine,China,East Asia,35.671819,112.885921
Lanhua Kouqian Coal Mine,China,East Asia,39.694072,112.617277
Lanhua Wangyun Coal Mine,China,East Asia,35.889087,112.870158
Lanxian Changheng Coal Mine,China,East Asia,38.23397,111.719137
Laogongyingzi Coal Mine,China,East Asia,42.372657,119.347942
Laohutai Coal Mine,China,East Asia,41.844669,123.941153
Laoshidan Coal Mine,China,East Asia,39.391211,106.848993
Laoyaogou Coal Mine,China,East Asia,39.043678,112.342865
Liang Bei Coal Mine,China,East Asia,34.090606,113.464711
Liang Bei No.2 Coal Mine,China,East Asia,34.093458,113.515956
Liangbaosi Coal Mine,China,East Asia,35.575985,116.198410
Liangdu Coal Mine,China,East Asia,36.927905,111.780157
Liangjia Coal Mine,China,East Asia,37.67974,120.341771
Liangjiaqi Coal Mine,China,East Asia,39.407908,111.324533
Liangshuijing Coal Mine,China,East Asia,38.794192,110.246348
Libi Coal Mine,China,East Asia,35.695959,112.289351
Lijiahao Coal Mine,China,East Asia,39.738114,110.024669
Lijialou Coal Mine,China,East Asia,37.635802,112.289392
Lijiaqu Coal Mine,China,East Asia,39.713723,110.243661
Lijiata Coal Mine,China,East Asia,39.383713,110.105544
Lijiayao Coal Mine,China,East Asia,39.791933,112.777005
Liliangdian Coal Mine,China,East Asia,34.340241,113.800999
Liliu Xinrui Coal Mine,China,East Asia,37.627097,110.887468
Limin Coal Mine,China,East Asia,39.426993,106.943927
Linfen Dengmaotong Coal Mine,China,East Asia,36.471122,112.112272
Linfen Donghe Coal Mine,China,East Asia,36.49985,111.316189
Linfen Jinniu Coal Mine,China,East Asia,36.200829,111.328918
Lingbei Coal Mine,China,East Asia,36.943231,111.710691
Lingdong Coal Mine,China,East Asia,49.393174,117.766854
Linglu Coal Mine,China,East Asia,49.450319,117.743275
Lingquan Coal Mine,China,East Asia,49.484131,117.695322
Lingshi Coal Mine,China,East Asia,36.870738,111.772681
Lingshi Huayuan Coal Mine,China,East Asia,36.919937,111.729367
Lingxin Coal Mine,China,East Asia,38.082804,106.643080
Lingzhida Coal Mine,China,East Asia,35.940378,112.923477
Linhuan Coal Mine,China,East Asia,33.633372,116.633803
Linsheng Coal Mine,China,East Asia,41.587701,123.356517
Linxi Coal Mine,China,East Asia,39.718948,118.445582
Linxian Yumin Coal Mine,China,East Asia,37.751449,111.034087
Linyou Cuimu Coal Mine,China,East Asia,34.862799,107.844317
Lishi Coal Mine,China,East Asia,37.530468,111.097977
Liuhuanggou Coal Mine,China,East Asia,43.706363,87.201406
Liujia Coal Mine,China,East Asia,42.069895,119.319702
Liujialiang Coal Mine,China,East Asia,38.889072,112.423547
Liujiazhuang Coal Mine,China,East Asia,37.548529,110.848462
Liulin Coal Mine,China,East Asia,37.476068,110.890053
Liulingou Coal Mine,China,East Asia,39.441964,110.440218
Liushenyu Coal Mine,China,East Asia,36.592988,112.209382
Liuta Coal Mine,China,East Asia,39.493392,110.089764
Liuwan Coal Mine,China,East Asia,37.073852,111.536608
Liuxiang Coal Mine,China,East Asia,38.468895,109.972197
Liuzhuang Coal Mine,China,East Asia,32.805365,116.285412
Liyang Coal Mine,China,East Asia,37.403934,113.618581
Liyazhuang Coal Mine,China,East Asia,36.633098,111.742664
Liyuanhe Coal Mine,China,East Asia,39.018262,112.436941
Longdingshan Coal Mine,China,East Asia,35.746985,113.019239
Longdong Coal Mine,China,East Asia,34.908731,116.822725
Longfeng Coal Mine,China,East Asia,27.394552,106.178017
Longhu Coal Mine,China,East Asia,45.863273,131.243795
Longjiabao Coal Mine,China,East Asia,44.004556,125.646836
Longquan Coal Mine,China,East Asia,38.17230,111.773122
Longtan Coal Mine,China,East Asia,30.556807,106.93023
Longwan Coal Mine,China,East Asia,35.581287,112.222324
Longwanggou Coal Mine,China,East Asia,39.810538,111.214212
Longyun Coal Mine,China,East Asia,35.645982,115.961955
Lu'an Dongsheng Coal Mine,China,East Asia,36.889089,112.198136
Lu'an Guozhuang Coal Mine,China,East Asia,36.322324,112.928921
Lu'an Licun Coal Mine,China,East Asia,36.088815,112.862814
Lu'an Wangzhuang Coal Mine,China,East Asia,36.373933,113.01989
Lu'an Xiadian Coal Mine,China,East Asia,36.51617,112.934829
Lu’an Xinjiang Surface Coal Mine,China,East Asia,43.136922,92.663222
Lucun No.1 Coal Mine,China,East Asia,35.867195,108.833981
Lucun No.2 Coal Mine,China,East Asia,35.907601,109.081962
Lujiayao Coal Mine,China,East Asia,39.453809,112.448801
Luling Coal Mine,China,East Asia,33.539305,117.181726
Luning Coal Mine,China,East Asia,38.689193,112.072542
Luntai Yangxia Coal Mine,China,East Asia,41.962115,84.53258
Luotuoshan Coal Mine,China,East Asia,39.562707,106.91727
Lutang Coal Mine,China,East Asia,27.058329,105.447944
Luwa Coal Mine,China,East Asia,35.096197,116.560809
Luxin No.2 Coal Mine,China,East Asia,43.136247,92.711683
Luyang Changyuhe Coal Mine,China,East Asia,38.034854,113.239754
Luyang Xiangsheng Coal Mine,China,East Asia,37.970904,113.148395
Luyukou Coal Mine,China,East Asia,37.973445,112.073597
Luzigou Coal Mine,China,East Asia,39.818450,112.961858
Lvjiatuo Coal Mine,China,East Asia,39.664562,118.386475
Lvshuidong Coal Mine,China,East Asia,30.415184,106.865514
Mabao Coal Mine,China,East Asia,36.930282,113.285482
Madaotou Coal Mine,China,East Asia,39.840587,112.655069
Madigou Coal Mine,China,East Asia,39.182181,111.256654
Madiliang Coal Mine,China,East Asia,39.51466,111.197535
Mahuang Coal Mine,China,East Asia,38.357507,106.588565
Mahuangliang Coal Mine,China,East Asia,38.446603,109.957518
Maidizhang Coal Mine,China,East Asia,37.726318,112.274391
Maiduoshan mine,China,East Asia,37.857982,106.772689
Maijie Coal Mine,China,East Asia,38.013914,113.235123
Majialiang Coal Mine,China,East Asia,39.179446,112.420825
Majunyu Coal Mine,China,East Asia,36.7702,112.248368
Malan Coal Mine,China,East Asia,37.858236,112.040208
Maliantai Coal Mine,China,East Asia,38.268636,106.553403
Manglai Surface Coal Mine,China,East Asia,44.036567,113.229983
Manlailiang Coal Mine,China,East Asia,39.466462,110.228892
Manlailiang Surface Mine,China,East Asia,39.482982,110.266371
Maoergou Coal Mine,China,East Asia,39.163923,111.193783
Maohua Bailu Coal Mine,China,East Asia,39.474495,112.439759
Maohua Dongyi Coal Mine,China,East Asia,39.448696,112.379471
Maojiashan Coal Mine,China,East Asia,34.818602,107.967084
Maojiazhuang Coal Mine,China,East Asia,37.462452,110.889226
Maomaoshan Coal Mine,China,East Asia,39.843424,112.871495
Mataihao Coal Mine,China,East Asia,39.200225,109.884217
Matigou Coal Mine,China,East Asia,35.198099,106.814653
Mayixi No.1 Coal Mine,China,East Asia,25.530431,104.691777
Meihuajing Coal Mine,China,East Asia,38.096785,106.718029
Meiyukou Coal Mine,China,East Asia,40.08264,113.127651
Mengcun Coal Mine,China,East Asia,35.146834,107.933183
Mengjiayao Coal Mine,China,East Asia,38.966783,112.237425
Mengjin Coal Mine,China,East Asia,34.871019,112.250956
Mengxi Coal Mine,China,East Asia,39.643152,107.03672
Mengxi Xinyuan Coal Mine,China,East Asia,39.698208,106.878364
Mengxiang Open-Pit Coal Mine,China,East Asia,39.721095,111.340673
Mengxin Coal Mine No.1 Well,China,East Asia,49.418292,119.860641
Menkeqing Coal Mine,China,East Asia,38.901778,109.538887
Minda Surface Mine,China,East Asia,39.833503,110.142382
Mo'ergou Coal Mine,China,East Asia,39.733514,106.89091
Muduchaideng Coal Mine,China,East Asia,38.837173,109.468665
Nahugou Coal Mine,China,East Asia,39.617386,110.552622
Nahui Coal Mine,China,East Asia,39.946309,109.935854
Nalin River No.2 Coal Mine,China,East Asia,38.060343,108.973298
Nalinmiao No.2 Well Coal Mine,China,East Asia,39.365488,110.607263
Nancha Coal Mine,China,East Asia,39.065586,112.35
Nanchuanhe Coal Mine,China,East Asia,35.032780,107.609267
Nangou Coal Mine,China,East Asia,39.014693,112.383832
Nanguan Coal Mine,China,East Asia,36.721488,111.829666
Nanliang Coal Mine,China,East Asia,39.081565,110.582370
Nanliang Surface Coal Mine,China,East Asia,39.081565,110.58237
Nantun Coal Mine,China,East Asia,35.376013,116.872362
Nanwan Coal Mine,China,East Asia,38.072352,113.428992
Nanyang Coal Mine,China,East Asia,35.80476,112.823243
Nanyangpo Coal Mine,China,East Asia,39.753975,112.731172
Nanyu Coal Mine,China,East Asia,37.65603,112.385659
Naoerhao Coal Mine,China,East Asia,39.489909,110.152967
Naolinmiao Coal Mine No.1 Well,China,East Asia,39.377246,110.600979
Nayuan Surface Coal Mine,China,East Asia,39.802754,110.171386
Nengdong Coal Mine,China,East Asia,39.226498,110.487909
New Shanghai No.1 Coal Mine,China,East Asia,38.3227,106.6966
Nianpanliang No.1 Coal Mine,China,East Asia,39.859229,110.023477
Nianzigou Coal Mine,China,East Asia,34.89214,108.00428
Niaoshan Coal Mine,China,East Asia,47.311077,130.358064
Ningfa No.2 Coal Mine,China,East Asia,39.25407887,106.2044189
Ningtiaota Coal Mine,China,East Asia,39.030282,110.250253
Ningwu Desheng Coal Mine,China,East Asia,39.030314,112.396258
Ningxia Hongliu Coal Mine,China,East Asia,37.883204,106.7576
Ningxia Yong'an Coal Mine,China,East Asia,37.423516,106.595505
Niushan Coal Mine,China,East Asia,35.74294,112.908665
Nongnaimiao Luxin Coal Mine,China,East Asia,45.654191,119.144472
Nuanquan Coal Mine,China,East Asia,37.17471,111.073335
Nuodong Coal Mine,China,East Asia,25.423336,104.863714
Okhobrak Coal Mine,China,East Asia,42.231219,82.984297
Ordos Anyuan Coal Mine,China,East Asia,39.556511,110.218976
Ordos Boligou Coal Mine,China,East Asia,39.924682,111.28005
Ordos Coal Mine,China,East Asia,39.370556,107.1025
Ordos Hetai Coal Mine,China,East Asia,39.680314,110.257564
Ordos Shengxin Coal Mine,China,East Asia,39.935038,110.01973
Ordos Shenyun Coal Mine,China,East Asia,39.486264,110.482002
Ordos Taohutu Coal Mine,China,East Asia,38.205058,108.889268
Pan’er Coal Mine,China,East Asia,32.815477,116.892339
Pangpangta Coal Mine,China,East Asia,37.998811,111.13841
Peigou Coal Mine,China,East Asia,34.498569,113.458203
Pengzhuang Coal Mine,China,East Asia,35.576674,116.038048
Piliqing Surface Coal Mine,China,East Asia,44.043056,81.468056
Pingdingshan Zhangcun Coal Mine,China,East Asia,34.035023,112.842351
Pinggang Coal Mine,China,East Asia,45.147424,130.767855
Pinggou Coal Mine,China,East Asia,36.490401,106.836946
Pinglu Liansheng Coal Mine,China,East Asia,39.421474,112.303002
Pinglu Xiyi Coal Mine,China,East Asia,39.445898,112.377042
Pingshang Coal Mine,China,East Asia,37.636567,113.643324
Pingshu Wenjiazhuang Coal Mine,China,East Asia,37.955791,113.217014
Pingshuo East Coal Mine,China,East Asia,39.550649,112.442337
Pingyao Mujiazhuang Coal Mine,China,East Asia,37.020388,112.212694
Pingyu No.1 Coal Mine,China,East Asia,34.210895,113.523744
Pingzhuang West Surface Coal Mine,China,East Asia,42.000041,119.215836
Poly Pingshan Coal Mine,China,East Asia,35.666099,112.640025
Puhe Coal Mine,China,East Asia,41.9925,123.558993
Pulongwan Coal Mine,China,East Asia,39.831604,112.822395
Puxian Baozigou Coal Mine,China,East Asia,36.234356,111.265782
Puxian Changxing Coal Mine,China,East Asia,36.500578,111.275862
Puxian Huasheng Coal Mine,China,East Asia,36.444124,111.348707
Puxian Kaituo Coal Mine,China,East Asia,36.431947,111.349796
Qian'an Coal Mine,China,East Asia,39.143147,110.24899
Qianhe Coal Mine,China,East Asia,35.776395,112.797048
Qianjiaying Coal Mine,China,East Asia,39.599037,118.364658
Qianjin Surface Mine,China,East Asia,39.857572,110.083350
Qianligou Wolong Coal Mine,China,East Asia,39.623682,107.076739
Qianqiu Coal Mine,China,East Asia,34.73025,111.875028
Qianshuta Coal Mine,China,East Asia,38.48134,110.021245
Qianxi Xintian Coal Mine,China,East Asia,27.106289,106.096649
Qianyangwa Coal Mine,China,East Asia,39.247737,110.712891
Qianyingzi Coal Mine,China,East Asia,33.507198,116.924135
Qidong Coal Mine,China,East Asia,33.430391,117.093874
Qiketai Mining Area No.2 Integrated Coal Mine,China,East Asia,42.999358,90.556
Qiketai Mining Area Resource Integration Zone No. 1 Coal Mine,China,East Asia,42.996408,90.654712
Qinan Coal Mine,China,East Asia,33.433783,117.011502
Qingcheng Coal Mine,China,East Asia,37.997459,113.415211
Qingchunta Coal Mine,China,East Asia,39.476108,111.32351
Qingciyao Coal Mine,China,East Asia,40.112226,113.162103
Qingdong Coal Mine,China,East Asia,33.655554,116.532887
Qinggangping Coal Mine,China,East Asia,35.05254,108.551971
Qinghua No.7 Coal Mine,China,East Asia,44.004615,81.380651
Qinghua Surface Coal Mine,China,East Asia,44.051903,81.466968
Qinglong Coal Mine,China,East Asia,27.001229,106.15064
Qinglong Tongchang Coal Mine,China,East Asia,35.840799,112.988454
Qingshuiying Coal Mine,China,East Asia,38.125694,106.728935
Qinxin Coal Mine,China,East Asia,36.579158,112.182376
Qinxin Xinda Coal Mine,China,East Asia,36.55223,112.148689
Qinxin Xinyuan Coal Mine,China,East Asia,36.568584,112.219373
Qinyuan Gengyang Coal Mine,China,East Asia,36.990834,112.191579
Qinyuan Mingxin Coal Mine,China,East Asia,36.597591,112.276767
Qipanjing Anli Coal Mine,China,East Asia,39.424032,107.063818
Qipanjing Coal Mine,China,East Asia,39.323259,107.096940
Qipanjing Mining Company Coal Mine,China,East Asia,39.391301,107.026713
Qiwu Coal Mine,China,East Asia,34.86327,117.116975
Qiyuan Coal Mine,China,East Asia,37.887028,113.24403
Quandian Coal Mine,China,East Asia,34.075307,113.634862
Que’er'shan Coal Mine,China,East Asia,40.110187,112.941993
Renjiazhuang Coal Mine,China,East Asia,38.193105,106.467753
Renlou Coal Mine,China,East Asia,33.471662,116.769169
Rongheng Surface Mine,China,East Asia,39.586293,110.3315
Ronghua No.1 Coal Mine,China,East Asia,45.18943,131.178054
Rongtai Coal Mine,China,East Asia,37.582539,111.10997
Ruide Coal Mine,China,East Asia,39.544371,110.514711
Ruidong Coal Mine,China,East Asia,36.951106,111.851667
Ruifeng Coal Mine,China,East Asia,39.253063,110.500347
Ruiguang Coal Mine,China,East Asia,40.098315,109.697272
Ruilong Coal Mine,China,East Asia,37.797357,111.14343
Ruitai Zhengzhong Coal Mine,China,East Asia,36.945425,111.883214
Ruitai Zhengzhu Coal Mine,China,East Asia,37.034305,113.353387
Runtian Coal Mine,China,East Asia,43.073664,88.248914
Ruoqiang Sunshine Coal Mine,China,East Asia,38.160978,88.811758
Sai Mengte'er Coal Mine,China,East Asia,39.483497,110.148355
Sandaogou Coal Mine,China,East Asia,39.218384,110.774205
Sanding Coal Mine,China,East Asia,39.728506,110.244851
Sangshuping Coal Mine,China,East Asia,35.683498,110.551188
Sanjiang Energy Coal Mine,China,East Asia,38.859655,110.392424
Sanjiao No.1 Coal Mine,China,East Asia,37.786314,111.066045
Sanjiaohe Coal Mine,China,East Asia,36.387778,111.417181
Sanyuan Coal Mine,China,East Asia,36.176152,113.04472
Selian No.1 Coal Mine,China,East Asia,39.866469,109.844292
Selian No.2 Coal Mine,China,East Asia,39.866482,109.843954
Sendayuan Coal Mine,China,East Asia,36.856433,112.200141
Sentai Coal Mine,China,East Asia,39.534308,112.331347
Shaanxi Anyang Coal Mine,China,East Asia,35.195374,110.134069
Shaanxi Caojiatan Coal Mine,China,East Asia,38.556704,109.898777
Shaanxi Caojiatan Coal Mine,China,East Asia,38.556704,109.898777
Shaanxi Hujiahe Coal Mine,China,East Asia,35.149375,107.933254
Shaanxi Yidong Coal Mine,China,East Asia,39.204632,110.003136
Shadunzi Coal Mine,China,East Asia,43.135789,92.711064
Shagoucha Coal Mine,China,East Asia,39.100119,110.696113
Shahaiji No.1 Coal Mine,China,East Asia,46.553039,86.205922
Shajihai No.2 Coal Mine,China,East Asia,46.553039,86.205922
Shaliang Coal Mine,China,East Asia,39.237352,110.663704
Shanbula Coal Mine,China,East Asia,39.312796,110.600235
Shandong Xinhe Coal Mine,China,East Asia,35.393054,116.444708
Shanghaimiao Changcheng No.1 Coal Mine,China,East Asia,38.268543,106.552558
Shanghe Coal Mine,China,East Asia,35.566156,111.950327
Shanghe Coal Mine,China,East Asia,35.566156,111.950327
Shangshe Coal Mine,China,East Asia,38.010708,113.32684
Shangshe Erjing Coal Mine,China,East Asia,38.011056,113.304313
Shangwan Coal Mine,China,East Asia,39.217545,110.007346
Shangyuquan Coal Mine,China,East Asia,39.256901,111.22119
Shanhou Coal Mine,China,East Asia,39.907602,114.50811
Shanjiaoshu Coal Mine,China,East Asia,25.88902,104.50014
Shanmushu Coal Mine,China,East Asia,28.467855,104.668919
Shanshan No.2 Coal Mine,China,East Asia,43.000206,90.654709
Shanxi Dongda Coal Mine,China,East Asia,35.726066,112.424415
Shanxi Jinfu Coal Mine,China,East Asia,37.662079,112.201163
Shanxi Jinyuan Coal Mine,China,East Asia,37.677145,110.849801
Shanxi Lu'an Gucheng Coal Mine,China,East Asia,36.25626,112.918649
Shanxi Qincheng Coal Mine,China,East Asia,35.680842,112.255929
Shanxi Xiaohuigou Coal Mine,China,East Asia,37.704417,112.286802
Shanxian Zhangji Coal Mine,China,East Asia,34.8235,116.357049
Shanxin Village Surface Coal Mine,China,East Asia,24.221251,103.41029
Shanyang Coal Mine,China,East Asia,35.248411,110.059135
Shanyin Yuanbaowan Coal Mine,China,East Asia,39.734623,112.754727
Shanzhai Coal Mine,China,East Asia,35.30592,106.615876
Shaoyaohua Coal Mine,China,East Asia,39.744771,112.771904
Shaozhai Coal Mine,China,East Asia,35.001558,107.828481
Shaping Coal Mine,China,East Asia,39.200272,111.195503
Shaqu No.1 Coal Mine,China,East Asia,37.411799,110.861439
Shaqu No.2 Coal Mine,China,East Asia,37.411639,110.861841
Sheltala Surface Coal Mine,China,East Asia,49.362581,120.988936
Shenda Daqiaogou Coal Mine,China,East Asia,39.166386,111.209298
Shenda Jinshan Coal Mine,China,East Asia,38.812307,111.124235
Shenda Qifeng Coal Mine,China,East Asia,39.017522,112.279435
Shenda Yuanning Coal Mine,China,East Asia,39.003616,112.490875
Shenghouyuan Coal Mine,China,East Asia,39.494244,112.510248
Shengli Coal Mine,China,East Asia,37.670719,110.931436
Shengli East No.2 Coal Mine,China,East Asia,44.06697,116.22348
Shengli East No.2 Coal Mine,China,East Asia,44.06697,116.22348
Shengli East No.2 Coal Mine,China,East Asia,44.06697,116.22348
Shengli No.1 Open-Pit Coal Mine,China,East Asia,44.002945,116.00678
Shengli No.1 Open-Pit Coal Mine,China,East Asia,44.002945,116.00678
Shengli West No.2 Coal Mine,China,East Asia,43.954677,115.91126
Shengtai Coal Mine,China,East Asia,35.870832,113.079349
Shengxiong Heishan Coal Mine,China,East Asia,42.824669,87.914250
Shenhua Baorixile Surface Coal Mine,China,East Asia,49.391925,119.746017
Shenhua Bulianta Coal Mine,China,East Asia,39.354814,110.168084
Shenhua Heidaigou Surface Coal Mine,China,East Asia,39.794309,111.254573
Shenhua Heishan Coal Mine,China,East Asia,43.229680,87.620916
Shenhuo Xinzhuang Coal Mine,China,East Asia,33.923643,116.621805
Shenjiazhuang Coal Mine,China,East Asia,35.871205,112.908749
Shenmu Cuijiagou Coal Mine,China,East Asia,39.06647,110.244772
Shenmu Dongchuan Coal Mine,China,East Asia,39.274037,110.38157
Shenmu Jiayuan Coal Mine,China,East Asia,39.220303,110.051402
Shenmu Longde Coal Mine,China,East Asia,38.743862,110.024241
Shenmu Longde Coal Mine,China,East Asia,38.743862,110.024241
Shenmu Xinyao Coal Mine,China,East Asia,39.028525,110.313783
Shennanwa Coal Mine,China,East Asia,36.082784,110.967229
Shenshupan Coal Mine,China,East Asia,38.518986,110.02418
Shentang Coal Mine,China,East Asia,37.873805,113.479065
Shibangou Coal Mine,China,East Asia,36.664411,113.007764
Shicaocun Coal Mine,China,East Asia,37.943405,106.696881
Shidian Coal Mine,China,East Asia,38.102233,113.467337
Shifengshan Coal Mine,China,East Asia,39.784722,112.833216
Shigang Coal Mine,China,East Asia,37.16289,113.425279
Shigetai Coal Mine,China,East Asia,39.412064,110.13213
Shigetu Coal Mine,China,East Asia,39.576954,110.535944
Shihu Coal Mine,China,East Asia,39.043786,112.344037
Shilawusu Coal Mine,China,East Asia,39.018006,109.621986
Shiping No.1 Coal Mine,China,East Asia,28.076036,106.018864
Shiquan Coal Mine,China,East Asia,36.524672,112.877561
Shitai Coal Mine,China,East Asia,34.026475,116.918535
Shitoumei No.1 Coal Mine,China,East Asia,44.271559,93.057426
Shitoumei No.1 Coal Mine,China,East Asia,44.271559,93.057426
Shiyangou Coal Mine,China,East Asia,39.09313,110.481889
Shiyaodian Coal Mine,China,East Asia,39.141051,110.417367
Shoushan No.1 Coal Mine,China,East Asia,33.818644,113.416806
Shouwang Coal Mine,China,East Asia,35.770616,111.830752
Shouyang Jingfu Coal Mine,China,East Asia,37.908132,112.846801
Shouyangshan Coal Mine,China,East Asia,35.938553,112.971792
Shu'erli Coal Mine,China,East Asia,39.812747,112.649011
Shuangliu Coal Mine,China,East Asia,37.538642,110.844272
Shuangma No.1 Coal Mine,China,East Asia,37.784465,106.846093
Shuangshan Coal Mine,China,East Asia,38.450227,109.954879
Shuangyang Coal Mine,China,East Asia,46.520158,131.738016
Shuangyashan Xin'an Coal Mine,China,East Asia,46.616333,131.688538
Shuiliandong Coal Mine,China,East Asia,35.048996,108.036293
Shuiquan Surface Coal Mine,China,East Asia,40.693531,110.603908
Shuiyu Coal Mine,China,East Asia,37.091075,111.605166
Shuntong Xin'an Coal Mine,China,East Asia,39.763600,112.794311
Shuozhou Nanyangpo Coal Mine,China,East Asia,39.755167,112.615983
Shuozhou Shijieyu Coal Mine,China,East Asia,39.110654,112.420311
Sidaoliu Coal Mine,China,East Asia,39.650944,110.318697
Sihe Coal Mine,China,East Asia,35.596726,112.522648
Sihe No.2 Coal Mine,China,East Asia,35.533277,112.651247
Sijiazhuang Coal Mine,China,East Asia,37.585557,113.621388
Sijichun Coal Mine,China,East Asia,26.636316,105.475375
Sikeshu Coal Mine No.8 Well,China,East Asia,44.160089,84.373093
Silaogou Coal Mine,China,East Asia,39.981777,113.032229
Sima Coal Mine,China,East Asia,36.101961,113.050344
Simengou Coal Mine,China,East Asia,39.035919,110.271453
Simingshan Coal Mine,China,East Asia,35.770434,113.080246
Sitai Coal Mine,China,East Asia,40.094906,112.968816
Sitong Coal Mine,China,East Asia,36.151125,111.132611
Songhe Coal Mine,China,East Asia,26.039631,104.62709
Songshan Coal Mine,China,East Asia,34.559575,112.872387
Songxinzhuang Coal Mine,China,East Asia,37.491702,106.797794
Suancigou Coal Mine,China,East Asia,39.705785,111.205624
Sujiagou Coal Mine,China,East Asia,39.996807,109.90643
Suncun Coal Mine,China,East Asia,35.872092,117.682327
Sunjiacha Coal Mine,China,East Asia,39.134249,110.347317
Sunjiagou Coal Mine,China,East Asia,38.841632,111.153329
Sunjiahao Coal Mine,China,East Asia,39.913906,111.320592
Sunsangou Coal Mine,China,East Asia,39.712643,110.200637
Suntuan Coal Mine,China,East Asia,33.569360,116.737815
Tai'an Coal Mine,China,East Asia,38.857535,111.137654
Taidongshan Coal Mine,China,East Asia,39.695950,112.666097
Taiping Coal Mine,China,East Asia,26.593914,101.562157
Taishan Long'an Coal Mine,China,East Asia,38.960925,111.163575
Taitou Coal Mine,China,East Asia,36.032481,110.918972
Taiye Coal Mine,China,East Asia,37.715502,110.964063
Taiyizhang Coal Mine,China,East Asia,35.933201,113.034998
Taiyuan Coal Mine,China,East Asia,39.354995,106.957349
Taiyue Coal Mine,China,East Asia,36.515278,112.184444
Talahao Coal Mine,China,East Asia,39.79013,110.156685
Talike District No. 2 Coal Mine,China,East Asia,41.979907,84.378789
Tang'an Coal Mine,China,East Asia,35.725132,112.776174
Tanggongta Coal Mine,China,East Asia,39.835732,111.293607
Tangjiahe Coal Mine,China,East Asia,35.062348,107.701991
Tangjiahui Coal Mine,China,East Asia,39.947429,111.220258
Tangkou Coal Mine,China,East Asia,35.437915,116.519943
Tangshan Coal Mine,China,East Asia,39.621128,118.196006
Tangshangou Coal Mine,China,East Asia,40.174192,113.02158
Tangyang Coal Mine,China,East Asia,35.630705,116.52627
Tanyaoping Coal Mine,China,East Asia,37.490056,111.131541
Tanyaoyu Coal Mine,China,East Asia,39.928629,113.04786
Taohe Coal Mine,China,East Asia,46.798152,85.710006
Taoyuan Coal Mine,China,East Asia,33.531599,117.030593
Taran Gaole Coal Mine,China,East Asia,39.996232,109.205991
Tashan Coal Mine,China,East Asia,39.924229,113.070254
Tashan Coal Mine Baidong Well,China,East Asia,39.993508,113.047421
Tashan Coal Mine Baidong Well,China,East Asia,39.993508,113.047421
Tashidian Mining Area No.1 Well Coal Mine,China,East Asia,41.876349,86.280667
Tashidian No.2 Minefield Coal Mine,China,East Asia,41.908449,86.187996
Tenghui Coal Mine,China,East Asia,35.780619,110.615906
Tengyuan Coal Mine,China,East Asia,39.857996,110.082137
Tian'an No.10 Coal Mine,China,East Asia,33.759798,113.349017
Tian'an No.11 Coal Mine,China,East Asia,33.813085,113.173177
Tian'an No.12 Coal Mine,China,East Asia,33.760817,113.367701
Tian'an No.13 Coal Mine,China,East Asia,33.881412,113.380083
Tian'an No.2 Coal Mine,China,East Asia,33.755676,113.302611
Tian'an No.4 Coal Mine,China,East Asia,33.778162,113.266048
Tian'an No.5 Coal Mine,China,East Asia,33.784098,113.223538
Tianan Chaoyang Coal Mine,China,East Asia,35.660834,112.928104
Tianan No. 1 Coal Mine,China,East Asia,33.762409,113.303408
